 335.05832 2021 12  1  1 24    0.0922  348.0984   -0.0190    0.0903
 335.06250 2021 12  1  1 30    0.0864  348.1782   -0.0177    0.0846
 335.06668 2021 12  1  1 36    0.0809  348.7360   -0.0158    0.0793
 335.07083 2021 12  1  1 42    0.0790  348.7766   -0.0154    0.0775
 335.07501 2021 12  1  1 48    0.0793  348.1393   -0.0163    0.0776
 335.07916 2021 12  1  1 54    0.0777  347.8636   -0.0163    0.0759
 335.08334 2021 12  1  2  0    0.0723  348.4526   -0.0145    0.0709
 335.08749 2021 12  1  2  6    0.0660  349.6118   -0.0119    0.0649
 335.09167 2021 12  1  2 12    0.0629  350.2896   -0.0106    0.0620
 335.09583 2021 12  1  2 18    0.0650  350.1531   -0.0111    0.0641
 335.10001 2021 12  1  2 24    0.0718  349.2300   -0.0134    0.0705
 335.10416 2021 12  1  2 30    0.0799  348.2309   -0.0163    0.0782
 335.10834 2021 12  1  2 36    0.0854  347.4307   -0.0186    0.0834
 335.11249 2021 12  1  2 42    0.0869  347.5266   -0.0188    0.0849
 335.11667 2021 12  1  2 48    0.0860  348.1325   -0.0177    0.0842
 335.12082 2021 12  1  2 54    0.0856  348.4942   -0.0171    0.0838
 335.12500 2021 12  1  3  0    0.0856  348.5045   -0.0171    0.0839
 335.12918 2021 12  1  3  6    0.0841  348.3350   -0.0170    0.0823
 335.13333 2021 12  1  3 12    0.0773  349.2062   -0.0145    0.0759
 335.13751 2021 12  1  3 18    0.0647  351.6357   -0.0094    0.0640
 335.14166 2021 12  1  3 24    0.0486  356.1053   -0.0033    0.0485
 335.14584 2021 12  1  3 30    0.0343    3.8835    0.0023    0.0342
 335.14999 2021 12  1  3 36    0.0255   13.1656    0.0058    0.0249
 335.15417 2021 12  1  3 42    0.0234   16.8913    0.0068    0.0224
 335.15833 2021 12  1  3 48    0.0250   12.6969    0.0055    0.0244
 335.16251 2021 12  1  3 54    0.0284    8.7479    0.0043    0.0281
 335.16666 2021 12  1  4  0    0.0313    6.8341    0.0037    0.0311
 335.17084 2021 12  1  4  6    0.0342    5.3570    0.0032    0.0340
 335.17499 2021 12  1  4 12    0.0392    3.3296    0.0023    0.0392
 335.17917 2021 12  1  4 18    0.0471  359.6349   -0.0003    0.0471
 335.18332 2021 12  1  4 24    0.0560  355.9618   -0.0039    0.0558
 335.18750 2021 12  1  4 30    0.0622  354.3870   -0.0061    0.0619
 335.19168 2021 12  1  4 36    0.0619  354.6990   -0.0057    0.0616
 335.19583 2021 12  1  4 42    0.0544  356.8961   -0.0029    0.0543
 335.20001 2021 12  1  4 48    0.0427    2.4381    0.0018    0.0427
 335.20416 2021 12  1  4 54    0.0309   12.7878    0.0068    0.0302
 335.20834 2021 12  1  5  0    0.0211   29.4978    0.0104    0.0184
 335.21249 2021 12  1  5  6    0.0161   59.5982    0.0139    0.0082
 335.21667 2021 12  1  5 12    0.0174   93.2862    0.0174   -0.0010
 335.22083 2021 12  1  5 18    0.0222  114.7597    0.0201   -0.0093
 335.22501 2021 12  1  5 24    0.0275  126.3293    0.0221   -0.0163
 335.22916 2021 12  1  5 30    0.0316  131.0684    0.0238   -0.0207
 335.23334 2021 12  1  5 36    0.0324  131.6340    0.0242   -0.0215
 335.23749 2021 12  1  5 42    0.0295  130.1275    0.0225   -0.0190
 335.24167 2021 12  1  5 48    0.0253  125.9357    0.0205   -0.0149
 335.24582 2021 12  1  5 54    0.0228  121.2114    0.0195   -0.0118
 335.25000 2021 12  1  6  0    0.0220  119.4874    0.0192   -0.0108
 335.25418 2021 12  1  6  6    0.0215  116.9729    0.0192   -0.0098
 335.25833 2021 12  1  6 12    0.0196  112.4939    0.0181   -0.0075
 335.26251 2021 12  1  6 18    0.0171  106.0430    0.0164   -0.0047
 335.26666 2021 12  1  6 24    0.0160   99.7334    0.0158   -0.0027
 335.27084 2021 12  1  6 30    0.0161  101.7251    0.0158   -0.0033
 335.27499 2021 12  1  6 36    0.0184  114.7766    0.0167   -0.0077
 335.27917 2021 12  1  6 42    0.0249  128.7704    0.0194   -0.0156
 335.28333 2021 12  1  6 48    0.0343  137.3362    0.0233   -0.0252
